source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/21/2025,281000,TTC,281000,281000,76,3,2,1,1,très haut standing,neuf,2025,0,1,1,0,1,1,1,Fibre optique+Climatisation+Cuisine Equipée+Alarme+Terrasse+Jardin+Gardien+Double vitrage+Master Bedroom+Camera+Chauffage Central+Parking+Ascenseur
century 21,Aouina,Aouina,Tunis,sale,appartement,8/28/2024,280000,TTC,280000,294000,130,4,3,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Camera+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,3/11/2024,280000,TTC,280000,294000,101,3,2,1,0,moyen standing,bonne condition,2016,9,1,1,0,1,0,1,Climatisation+Titre Bleu+Fibre optique+Cuisine Equipée+Gardien+Ascenseur+Chauffage Central+Prise lave-vaisselle+Double vitrage
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,5/17/2024,280000,TTC,280000,294000,92,3,2,1,0,moyen standing,neuf,2023,2,0,1,0,1,0,1,"Cuisine Equipée+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central+Ascenseur"
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,280000,TTC,280000,280000,71,3,2,1,1,,,,,,,,,,,
newkey,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,2/23/2025,275000,TTC,275000,275000,85,3,2,1,1,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,sale,appartement,2/6/2025,270000,TTC,270000,270000,78,3,2,1,0,haut standing,excellente condition,2025,0,1,1,0,1,0,1,Camera+Chauffage Central+Ascenseur+Terrasse+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,4/30/2025,270000,TTC,270000,270000,86,3,2,1,1,moyen standing,bonne condition,2010,15,1,1,0,0,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Parking"
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,5/28/2024,268200,TTC,268200,281610,64,2,1,1,0,haut standing,neuf,,,1,1,0,1,0,1,Cuisine Equipée+Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Titre Bleu+Climatisation
century 21,Aouina,Aouina,Tunis,sale,appartement,6/2/2023,265000,TTC,265000,292163,141,4,3,1,0,économique,bonne condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Titre Bleu+Gardien+Chauffage Central
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/19/2024,265000,TTC,265000,278250,103,4,3,1,1,moyen standing,bonne condition,,,1,1,0,0,0,0,Gardien+Parking+Chauffage Central+Camera+Titre Bleu+Climatisation
century 21,Aouina,Aouina,Tunis,sale,appartement,2/13/2025,265000,TTC,265000,265000,96,3,2,1,1,moyen standing,bonne condition,2010,15,1,1,0,1,0,1,Gardien+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
newkey,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,2/23/2025,265000,TTC,265000,265000,68,3,2,1,1,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,7/26/2022,260000,TTC,260000,300983,128,4,3,1,0,moyen standing,bonne condition,2008,17,0,1,0,1,0,0,Chauffage Central+Ascenseur+Titre Bleu
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,12/12/2023,260000,TTC,260000,286650,110,3,2,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Cuisine Equipée+Climatisation+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,260000,TTC,260000,260000,100,3,2,1,1,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,4/28/2025,260000,TTC,260000,260000,90,3,2,1,1,moyen standing,bonne condition,2010,15,1,1,0,1,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Parking, Ascenseur"
newkey,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,2/23/2025,260000,TTC,260000,260000,70,2,1,1,1,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,sale,appartement,2/8/2025,255000,TTC,255000,255000,110,3,2,1,0,haut standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Ascenseur+Chauffage Central+Double vitrage+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée
remax,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,250000,TTC,250000,250000,132,4,3,1,1,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/24/2024,250000,TTC,250000,262500,100,3,2,1,0,économique,bonne condition,2001,24,0,0,0,1,0,0,Titre Bleu+Terrasse+Ascenseur
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,5/17/2024,250000,TTC,250000,262500,81,3,2,1,0,moyen standing,neuf,2023,2,0,1,0,1,0,1,Ascenseur+Chauffage Central+Cuisine Equipée+Gardien+Double vitrage+Camera+Prise lave-vaisselle
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,3/13/2025,249000,TTC,249000,249000,83,2,1,1,1,haut standing,bonne condition,2019,6,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,245000,TTC,245000,245000,111,3,2,1,0,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,240000,TTC,240000,240000,122,4,2,1,0,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,240000,TTC,240000,240000,92,4,3,1,0,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,11/9/2023,240000,TTC,240000,264600,120,3,2,1,0,moyen standing,à rafraichir,,,1,1,0,1,0,0,Climatisation+Gardien+Chauffage Central+Ascenseur
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,4/23/2025,240000,TTC,240000,240000,107,3,0,1,1,moyen standing,bonne condition,2009,16,1,1,0,1,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Ascenseur"
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,3/13/2025,240000,TTC,240000,240000,80,3,2,1,1,moyen standing,bonne condition,2008,17,1,0,0,0,0,1,"Climatisation, Cuisine Equipée, Parking"
century 21,Aouina,Aouina,Tunis,sale,appartement,11/11/2024,240000,TTC,240000,252000,109,2,1,1,1,haut standing,neuf,,,1,1,0,1,0,1,Fibre optique+Alarme+Gardien+Double vitrage+Vue mer+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/8/2024,230000,TTC,230000,241500,64,2,1,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Gardien+Alarme+Cuisine Equipée+Climatisation
newkey,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,2/23/2025,230000,TTC,230000,230000,63,2,1,1,0,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,sale,appartement,1/21/2025,225000,TTC,225000,225000,120,3,2,1,1,moyen standing,à rafraichir,,,1,1,0,1,0,0,Terrasse+Ascenseur+Parking+Chauffage Central+Gardien+Titre Bleu+Climatisation
newkey,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,2/23/2025,225000,TTC,225000,225000,110,3,2,1,0,,,,,,,,,,,
century 21,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,8/18/2024,220000,TTC,220000,231000,100,3,2,1,1,moyen standing,bonne condition,2000,25,0,1,0,1,0,1,Chauffage Central+Gardien+Double vitrage+Prise lave-vaisselle+Titre Bleu+Fibre optique+Cuisine Equipée+Terrasse+Ascenseur+Parking
newkey,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,2/23/2025,220000,TTC,220000,220000,70,2,1,1,0,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,4/23/2025,219000,TTC,219000,219000,56,2,1,1,1,très haut standing,neuf,,,1,1,0,1,0,1,"Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse"
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,5/26/2024,210000,TTC,210000,220500,96,3,2,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Chauffage Central+Parking+Ascenseur+Terrasse+Gardien+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/22/2025,208000,TTC,208000,208000,56,2,1,1,1,très haut standing,neuf,,,1,1,0,1,0,1,Camera+Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,4/24/2025,205000,TTC,205000,205000,86,2,1,1,0,haut standing,bonne condition,2015,10,1,0,0,0,0,1,"Climatisation, Cuisine Equipée"
century 21,Aouina,Aouina,Tunis,sale,appartement,9/15/2024,200000,TTC,200000,210000,81,3,2,1,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Prise lave-vaisselle+Terrasse+Ascenseur+Chauffage Central+Camera+Gardien+Titre Bleu+Fibre optique+Climatisation
newkey,Jardins d'El Aouina,Aouina,Tunis,sale,bureau,2/23/2025,200000,TTC,200000,200000,50,3,2,1,0,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,12/19/2024,200000,TTC,200000,210000,114,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,11/29/2023,200000,TTC,200000,220500,75,2,1,1,0,économique,bonne condition,,,0,0,0,1,0,1,Ascenseur+Gardien+Cuisine Equipée
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,200000,TTC,200000,200000,70,2,1,1,1,,,,,,,,,,,
newkey,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,2/23/2025,195000,TTC,195000,195000,53,2,1,1,1,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,3/16/2025,195000,TTC,195000,195000,55,2,1,1,0,haut standing,bonne condition,2021,4,1,1,0,1,0,1,"Climatisation, Cuisine Equipée, Chauffage Central, Ascenseur"
newkey,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,190000,TTC,190000,190000,61,2,1,1,0,,,,,,,,,,,
remax,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,190000,TTC,190000,190000,62,2,1,1,0,,,,,,,,,,,
newkey,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,185000,TTC,185000,185000,62,2,1,1,0,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,185000,TTC,185000,185000,60,2,1,1,0,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,sale,appartement,6/23/2024,175000,TTC,175000,183750,75,2,1,1,0,économique,à rafraichir,2015,10,1,1,0,1,0,1,Climatisation+Ascenseur+Cuisine Equipée+Titre Bleu+Gardien+Prise lave-vaisselle+Chauffage Central
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,5/18/2024,175000,TTC,175000,183750,74,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Prise lave-vaisselle+Chauffage Central+Ascenseur+Terrasse+Gardien+Titre Bleu+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/14/2025,175000,TTC,175000,175000,65,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Fibre optique+Alarme+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Cuisine Equipée+Climatisation
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/23/2025,175000,TTC,175000,175000,70,2,1,1,0,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,2/3/2025,170000,TTC,170000,170000,57,2,1,1,0,moyen standing,bonne condition,,,0,1,0,1,0,1,Cuisine Equipée+Titre Bleu+Chauffage Central+Ascenseur
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,11/9/2023,170000,TTC,170000,187425,57,2,1,1,0,moyen standing,bonne condition,,,0,1,0,1,0,1,"Ascenseur+Chauffage Central+Titre Bleu+Cuisine Equipée"
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,3/16/2025,167000,TTC,167000,167000,61,3,2,1,0,moyen standing,bonne condition,2000,25,1,0,0,0,0,0,Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,11/6/2024,165000,TTC,165000,173250,60,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Titre Bleu+Gardien+Prise lave-vaisselle+Chauffage Central+Ascenseur
century 21,Jardins d'El Aouina,Aouina,Tunis,sale,appartement,5/1/2023,165000,TTC,165000,181913,60,2,1,1,0,moyen standing,bonne condition,2011,14,0,1,0,1,0,0,Terrasse+Ascenseur+Chauffage Central+Camera+Gardien
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,3/10/2025,165000,TTC,165000,165000,48,2,1,1,0,haut standing,bonne condition,2013,12,0,1,0,0,0,1,"Cuisine Equipée, Chauffage Central"
century 21,Cité Les Palmeraies,Aouina,Tunis,sale,appartement,1/8/2025,150000,TTC,150000,150000,65,2,1,1,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Chauffage Central+Prise lave-vaisselle+Ascenseur+Terrasse
tecnocasa,Aouina,Aouina,Tunis,sale,local commercial,3/10/2025,140000,TTC,140000,140000,31,2,0,0,0,,,2000,25,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,appartement,2/24/2025,120000,TTC,120000,120000,65,3,2,1,0,,,,,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,local commercial,4/16/2025,85000,TTC,85000,85000,70,1,0,0,0,moyen standing,bonne condition,2014,11,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,local commercial,4/24/2025,70000,TTC,70000,70000,70,1,0,0,0,moyen standing,bonne condition,2010,15,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,local commercial,4/22/2025,48000,TTC,48000,48000,55,1,0,0,0,haut standing,bonne condition,2017,8,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,sale,local commercial,4/25/2025,35000,TTC,35000,35000,20,1,0,0,0,moyen standing,bonne condition,2000,25,,,,,,,
century 21,Aouina,Aouina,Tunis,rent,appartement,4/4/2024,32000,TTC,32000,33600,110,3,2,1,1,haut standing,excellente condition,2022,3,1,1,0,1,0,1,Master Bedroom+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Aouina,Aouina,Tunis,rent,local commercial,2/26/2024,6000,TTC,6000,6300,100,2,0,0,1,social,à rafraichir,,,0,0,0,0,0,0,Parking
tecnocasa,Aouina,Aouina,Tunis,rent,local commercial,4/16/2025,6000,TTC,6000,6000,140,1,0,0,1,,à rénover,2020,5,0,0,0,0,0,0,"Parking, Terrasse"
tecnocasa,Aouina,Aouina,Tunis,rent,local commercial,4/16/2025,6000,TTC,6000,6000,114,1,0,0,1,,à rénover,2020,5,0,0,0,0,0,0,Parking
newkey,Jardins d'El Aouina,Aouina,Tunis,rent,villa,2/23/2025,5500,TTC,5500,5500,220,5,3,2,0,,,,,,,,,,,
remax,Aouina,Aouina,Tunis,rent,villa,2/23/2025,5200,TTC,5200,5200,350,6,5,4,2,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,rent_furnished,villa,11/24/2023,3500,TTC,3500,3859,300,5,4,3,4,haut standing,excellente condition,2015,10,1,1,0,0,1,1,Jardin+Titre Bleu+Double vitrage+Alarme+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Prise lave-vaisselle+Parking+Master Bedroom+Terrasse+Chauffage Central
tecnocasa,Aouina,Aouina,Tunis,rent,local commercial,4/25/2025,3500,TTC,3500,3500,86,1,0,0,0,haut standing,bonne condition,2015,10,,,,,,,
tecnocasa,Aouina,Aouina,Tunis,rent,local commercial,4/3/2025,3500,TTC,3500,3500,60,1,0,0,0,haut standing,,2024,1,,,,,,,
newkey,Cité Les Palmeraies,Aouina,Tunis,rent,local commercial,2/23/2025,3300,TTC,3300,3300,43,1,0,0,0,,,,,,,,,,,
newkey,Aouina,Aouina,Tunis,rent_furnished,appartement,2/23/2025,2700,TTC,2700,2700,202,5,4,3,0,,,,,,,,,,,
newkey,Jardins d'El Aouina,Aouina,Tunis,rent_furnished,étage de villa,2/23/2025,2700,TTC,2700,2700,210,4,3,1,1,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,rent,appartement,6/17/2024,2600,TTC,2600,2730,150,4,3,1,1,haut standing,excellente condition,2014,11,1,1,0,1,0,1,Double Kitchen+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Terrasse+Ascenseur+Parking
century 21,Jardins d'El Aouina,Aouina,Tunis,rent,appartement,11/27/2023,2500,TTC,2500,2756,180,5,4,1,1,moyen standing,bonne condition,2015,10,1,1,0,0,0,0,Parking+Terrasse+Chauffage Central+Prise lave-vaisselle+Camera+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,rent_furnished,étage de villa,11/20/2023,2500,TTC,2500,2756,180,4,3,2,1,économique,bonne condition,2002,23,1,1,0,0,0,1,Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,rent,appartement,8/25/2023,2300,TTC,2300,2536,128,4,3,3,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Double Kitchen+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Terrasse
newkey,Cité Les Palmeraies,Aouina,Tunis,rent_furnished,appartement,2/23/2025,2200,TTC,2200,2200,150,4,3,2,1,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,rent_furnished,appartement,10/25/2024,2100,TTC,2100,2205,150,4,3,2,1,haut standing,excellente condition,2018,7,1,0,0,1,0,1,Climatisation+Cuisine Equipée+Gardien+Ascenseur+Fibre optique+Double vitrage+Camera+Prise lave-vaisselle+Terrasse+Parking
newkey,Jardins d'El Aouina,Aouina,Tunis,rent,local commercial,2/23/2025,2000,TTC,2000,2000,28,1,0,1,0,,,,,,,,,,,
century 21,Aouina,Aouina,Tunis,rent,bureau,7/15/2023,1975,TTC,1975,2177,79,3,2,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,rent,appartement,12/7/2024,1900,TTC,1900,1995,173,4,3,1,0,moyen standing,bonne condition,2016,9,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central
century 21,Cité Les Palmeraies,Aouina,Tunis,rent,appartement,8/19/2024,1900,TTC,1900,1995,173,4,3,1,0,moyen standing,bonne condition,2016,9,1,1,0,0,0,1,Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,rent_furnished,appartement,5/25/2024,1800,TTC,1800,1890,90,2,1,1,0,haut standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,rent,appartement,8/19/2024,1800,TTC,1800,1890,200,0,0,0,0,moyen standing,excellente condition,2015,10,1,0,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Double vitrage+Camera+Prise lave-vaisselle
century 21,Aouina,Aouina,Tunis,rent_furnished,appartement,10/9/2023,1750,TTC,1750,1929,95,3,2,1,1,moyen standing,bonne condition,2014,11,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Cuisine Equipée+Climatisation
century 21,Aouina,Aouina,Tunis,rent,bureau,7/17/2023,1750,TTC,1750,1929,70,3,2,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Chauffage Central+Ascenseur+Parking+Camera+Double vitrage+Gardien+Alarme+Climatisation+Fibre optique
tecnocasa,Aouina,Aouina,Tunis,rent,appartement,2/24/2025,1750,TTC,1750,1750,130,3,3,2,1,,,,,,,,,,,
newkey,Jardins d'El Aouina,Aouina,Tunis,rent,étage de villa,3/9/2025,1700,TTC,1700,1700,100,4,3,1,0,,bonne condition,,,1,0,0,0,1,1,"Climatisation, Cuisine Equipée, Jardin"
century 21,Aouina,Aouina,Tunis,rent_furnished,appartement,11/10/2023,1700,TTC,1700,1874,90,3,2,1,1,moyen standing,bonne condition,,,1,0,0,1,0,1,Climatisation+Cuisine Equipée+Gardien+Parking+Ascenseur+Terrasse
newkey,Jardins d'El Aouina,Aouina,Tunis,rent,étage de villa,2/23/2025,1700,TTC,1700,1700,182,3,2,2,0,,,,,,,,,,,
century 21,Cité Les Palmeraies,Aouina,Tunis,rent_furnished,appartement,2/14/2024,1700,TTC,1700,1785,65,2,2,1,0,haut standing,neuf,2024,1,1,1,0,1,0,1,Ascenseur+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,rent,appartement,7/31/2024,1600,TTC,1600,1680,173,4,3,1,2,haut standing,neuf,2023,2,1,1,0,1,0,1,Alarme+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Terrasse+Cuisine Equipée+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,rent,villa,10/2/2024,1600,TTC,1600,1680,140,4,3,1,0,haut standing,neuf,,,0,1,0,0,0,1,Chauffage Central+Prise lave-vaisselle+Double vitrage+Cuisine Equipée
century 21,Aouina,Aouina,Tunis,rent_furnished,appartement,3/22/2024,1600,TTC,1600,1680,120,3,2,1,1,haut standing,neuf,2022,3,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Jardins d'El Aouina,Aouina,Tunis,rent_furnished,appartement,1/12/2024,1600,TTC,1600,1680,120,3,2,1,0,économique,excellente condition,2015,10,1,1,0,1,0,1,Cuisine Equipée+Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Aouina,Aouina,Tunis,rent_furnished,appartement,3/1/2025,1600,TTC,1600,1600,118,3,2,1,1,haut standing,neuf,2022,3,1,1,0,1,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation+Ascenseur+Terrasse
century 21,Aouina,Aouina,Tunis,rent,appartement,12/28/2024,1600,TTC,1600,1680,118,3,2,1,1,haut standing,neuf,2022,3,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Climatisation+Cuisine Equipée
century 21,Aouina,Aouina,Tunis,rent_furnished,appartement,3/22/2024,1600,TTC,1600,1680,118,3,2,1,1,haut standing,neuf,2022,3,1,1,0,1,0,1,Alarme+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Cuisine Equipée+Terrasse+Climatisation
century 21,Cité Les Palmeraies,Aouina,Tunis,rent_furnished,appartement,1/24/2024,1600,TTC,1600,1680,106,3,2,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Aouina,Aouina,Tunis,rent,appartement,12/16/2024,1550,TTC,1550,1628,118,3,2,1,1,haut standing,neuf,2024,1,0,1,0,1,0,1,Double vitrage+Ascenseur+Parking+Chauffage Central+Cuisine Equipée
century 21,Cité Les Palmeraies,Aouina,Tunis,rent,appartement,12/26/2024,1500,TTC,1500,1575,165,4,3,2,1,moyen standing,bonne condition,2009,16,1,1,0,1,1,1,Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Jardin+Cuisine Equipée+Climatisation
